stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
11955,61898,NB SHAUGHNESSY ST FS CENTRAL AVE,SHAUGHNESSY ST @ CENTRAL AVE,49.256321,-122.782572,ZN 99, ,0,
11956,61845,SB COAST MERIDIAN RD FS CHELSEA AVE,COAST MERIDIAN RD @ CHELSEA AVE,49.281876,-122.756128,ZN 99, ,0,
3053,53021,COQUITLAM CENTRAL STN BAY 3,COQUITLAM CENTRAL STN @ BAY 3,49.275349,-122.798664,ZN 99, ,0,
9376,58803,SB COAST MERIDIAN RD FS LINCOLN AVE,COAST MERIDIAN RD @ LINCOLN AVE,49.278129,-122.756188,ZN 99, ,0,
3897,53857,SB COAST MERIDIAN RD FS PATRICIA AVE,COAST MERIDIAN RD @ PATRICIA AVE,49.276222,-122.756213,ZN 99, ,0,
9092,58296,SB COAST MERIDIAN RD FS LAURIER AVE,COAST MERIDIAN RD @ LAURIER AVE,49.274408,-122.756260,ZN 99, ,0,
3898,53858,SB COAST MERIDIAN RD FS SALISBURY AVE,COAST MERIDIAN RD @ SALISBURY AVE,49.272001,-122.756253,ZN 99, ,0,
9174,58670,SB COAST MERIDIAN RD FS COQUITLAM AVE,COAST MERIDIAN RD @ COQUITLAM AVE,49.267155,-122.756194,ZN 99, ,0,
9236,58698,SB COAST MERIDIAN RD FS WESTMINSTER AVE,COAST MERIDIAN RD @ WESTMINSTER AVE,49.264916,-122.756185,ZN 99, ,0,
11114,58674,SB COAST MERIDIAN RD FS ROBERTSON AVE,COAST MERIDIAN RD @ ROBERTSON AVE,49.262435,-122.756225,ZN 99, ,0,
11405,53687,WB MCLEAN AVE FS KINGSWAY AVE,MCLEAN AVE @ KINGSWAY AVE,49.253348,-122.765179,ZN 99, ,0,
11950,59285,SB COAST MERIDIAN RD FS DAVID AVE,COAST MERIDIAN RD @ DAVID AVE,49.292425,-122.756078,ZN 99, ,0,
11951,61585,SB COAST MERIDIAN RD FS MASON AVE,COAST MERIDIAN RD @ MASON AVE,49.288960,-122.756098,ZN 99, ,0,
11952,59400,EB DAVID AVE NS PIPELINE RD,DAVID AVE @ PIPELINE RD,49.292730,-122.782320,ZN 99, ,0,
11579,61552,EB MCLEAN AVE NS KINGSWAY AVE,MCLEAN AVE @ KINGSWAY AVE,49.253236,-122.764961,ZN 99, ,0,
9235,58695,NB COAST MERIDIAN RD FS BIRCHLAND AVE,COAST MERIDIAN RD @ BIRCHLAND AVE,49.265844,-122.755992,ZN 99, ,0,
3831,53792,NB COAST MERIDIAN RD FS PRAIRIE AVE,COAST MERIDIAN RD @ PRAIRIE AVE,49.271561,-122.756007,ZN 99, ,0,
3834,53795,NB COAST MERIDIAN RD FS LAURIER AVE,COAST MERIDIAN RD @ LAURIER AVE,49.275497,-122.756033,ZN 99, ,0,
9241,58787,NB COAST MERIDIAN RD FS PATRICIA AVE,COAST MERIDIAN RD @ PATRICIA AVE,49.276772,-122.756005,ZN 99, ,0,
11957,59278,WB DAVID AVE FS SHAUGHNESSY ST,DAVID AVE @ SHAUGHNESSY ST,49.294891,-122.771517,ZN 99, ,0,
11958,59283,WB DAVID AVE FS COAST MERIDIAN RD,DAVID AVE @ COAST MERIDIAN RD,49.293012,-122.756359,ZN 99, ,0,
11960,61586,NB COAST MERIDIAN RD FS GISLASON AVE,COAST MERIDIAN RD @ GISLASON AVE,49.289783,-122.755740,ZN 99, ,0,
11961,59146,EB MCLEAN AVE NS TAYLOR ST,MCLEAN AVE @ TAYLOR ST,49.253224,-122.770042,ZN 99, ,0,
11962,61847,NB COAST MERIDIAN RD NS ANGELO AVE,COAST MERIDIAN RD @ ANGELO AVE,49.261282,-122.755940,ZN 99, ,0,
11964,61846,NB COAST MERIDIAN RD FS LINCOLN DR,COAST MERIDIAN RD @ LINCOLN DR,49.278790,-122.755980,ZN 99, ,0,
11965,61844,NB COAST MERIDIAN RD FS APEL DR,COAST MERIDIAN RD @ APEL DR,49.281729,-122.755944,ZN 99, ,0,
9239,58673,NB COAST MERIDIAN RD FS RIVERWOOD GATE,COAST MERIDIAN RD @ RIVERWOOD GATE,49.263076,-122.755979,ZN 99, ,0,
12217,60056,NB PRINCETON AVE FS DAVID AVE,PRINCETON AVE @ DAVID AVE,49.295939,-122.742779,ZN 99, ,0,
12295,60057,WB PRINCETON AVE NS KINGSTON ST,PRINCETON AVE @ KINGSTON ST,49.298122,-122.746487,ZN 99, ,0,
12296,60058,WB PRINCETON AVE NS DAYTON ST,PRINCETON AVE @ DAYTON ST,49.298544,-122.750091,ZN 99, ,0,
12297,60060,SB COAST MERIDIAN RD FS PRINCETON AVE,COAST MERIDIAN RD @ PRINCETON AVE,49.298139,-122.756050,ZN 99, ,0,
12298,60073,SB COAST MERIDIAN RD FS MILLARD AVE,COAST MERIDIAN RD @ MILLARD AVE,49.296332,-122.756079,ZN 99, ,0,
12299,60074,SB COAST MERIDIAN RD FS GALLOWAY AVE,COAST MERIDIAN RD @ GALLOWAY AVE,49.294540,-122.756051,ZN 99, ,0,
8432,58094,WB GLEN DR FS THE HIGH ST,GLEN DR @ THE HIGH ST,49.282797,-122.796453,ZN 99, ,0,
12285,59284,EB DAVID AVE FS COAST MERIDIAN RD,DAVID AVE @ COAST MERIDIAN RD,49.292853,-122.755405,ZN 99, ,0,
12286,60052,EB DAVID AVE FS SOBALL ST,DAVID AVE @ SOBALL ST,49.293294,-122.749781,ZN 99, ,0,
12287,60053,EB DAVID AVE FS KINGSTON ST,DAVID AVE @ KINGSTON ST,49.293931,-122.746564,ZN 99, ,0,
12288,60054,EB DAVID AVE FS RILEY ST,DAVID AVE @ RILEY ST,49.294615,-122.743644,ZN 99, ,0,
3801,53762,EB GLEN DR FS JOHNSON ST,GLEN DR @ JOHNSON ST,49.282652,-122.801118,ZN 99, ,0,
8433,58095,EB GLEN DR FS THE HIGH ST,GLEN DR @ THE HIGH ST,49.282637,-122.795761,ZN 99, ,0,
409,50405,BURRARD STN BAY 2,BURRARD STN @ BAY 2,49.286027,-123.120358,ZN 99, ,0,
450,50446,EB MCGILL ST FS N RENFREW ST,MCGILL ST @ N RENFREW ST,49.288595,-123.043400,ZN 99, ,0,
451,50447,PHIBBS EXCHANGE BAY 3,PHIBBS EXCHANGE @ BAY 3,49.305484,-123.028862,ZN 99, ,0,
4018,53977,NB MOUNTAIN HWY FS LYNN VALLEY RD,MOUNTAIN HWY @ LYNN VALLEY RD,49.337424,-123.038096,ZN 99, ,0,
4030,53989,NB UNDERWOOD AVE FS EVELYN ST,UNDERWOOD AVE @ EVELYN ST,49.348848,-123.024598,ZN 99, ,0,
4005,53964,NB MOUNTAIN HWY FS ARBORLYNN DR,MOUNTAIN HWY @ ARBORLYNN DR,49.317811,-123.036122,ZN 99, ,0,
4006,53965,NB MOUNTAIN HWY FS E 15 ST,MOUNTAIN HWY @ E 15TH ST,49.322019,-123.038336,ZN 99, ,0,
4007,53966,NB MOUNTAIN HWY FS E 18 ST,MOUNTAIN HWY @ E 18TH ST,49.325383,-123.038204,ZN 99, ,0,
4008,53967,NB MOUNTAIN HWY FS E 20 ST,MOUNTAIN HWY @ E 20TH ST,49.327475,-123.038108,ZN 99, ,0,
4009,53968,NB MOUNTAIN HWY FS E 24 ST,MOUNTAIN HWY @ E 24TH ST,49.330731,-123.037916,ZN 99, ,0,
4010,61269,NB MOUNTAIN HWY NS E 27 ST,MOUNTAIN HWY @ E 27TH ST,49.332732,-123.037815,ZN 99, ,0,
4020,53979,NB MOUNTAIN HWY FS DOVERCOURT RD,MOUNTAIN HWY @ DOVERCOURT RD,49.342824,-123.037874,ZN 99, ,0,
4021,53980,NB MOUNTAIN HWY FS DORAN RD,MOUNTAIN HWY @ DORAN RD,49.344598,-123.037823,ZN 99, ,0,
4022,53981,NB MOUNTAIN HWY FS KILMER RD,MOUNTAIN HWY @ KILMER RD,49.346442,-123.037761,ZN 99, ,0,
4023,53982,NB MOUNTAIN HWY FS DEMPSEY RD,MOUNTAIN HWY @ DEMPSEY RD,49.348239,-123.037691,ZN 99, ,0,
4024,53983,NB MOUNTAIN HWY FS COLEMAN ST,MOUNTAIN HWY @ COLEMAN ST,49.351061,-123.037599,ZN 99, ,0,
4025,53984,EB MCNAIR DR FS TOURNEY RD,MCNAIR DR @ TOURNEY RD,49.352363,-123.035816,ZN 99, ,0,
4026,53985,EB MCNAIR DR NS RAMSAY RD,MCNAIR DR @ RAMSAY RD,49.354125,-123.032306,ZN 99, ,0,
4027,53986,SB HOSKINS RD AT 4600 BLOCK,HOSKINS RD @ 4600 BLOCK,49.353357,-123.027463,ZN 99, ,0,
4028,53987,SB HOSKINS RD FS COLEMAN ST,HOSKINS RD @ COLEMAN ST,49.350390,-123.028455,ZN 99, ,0,
4029,53988,EB DEMPSEY RD FS HOSKINS RD,DEMPSEY RD @ HOSKINS RD,49.347793,-123.027939,ZN 99, ,0,
4019,53978,NB MOUNTAIN HWY FS ARGYLE RD,MOUNTAIN HWY @ ARGYLE RD,49.340987,-123.037953,ZN 99, ,0,
4043,54002,SB MOUNTAIN HWY NS LYNN VALLEY RD,MOUNTAIN HWY @ LYNN VALLEY RD,49.337763,-123.038298,ZN 99, ,0,
4163,54119,PHIBBS EXCHANGE BAY 9,PHIBBS EXCHANGE @ BAY 9,49.305475,-123.028588,ZN 99, ,0,
453,50449,WB MCGILL ST FS N RENFREW ST,MCGILL ST @ N RENFREW ST,49.288825,-123.044601,ZN 99, ,0,
4032,53991,WB COLEMAN ST FS UNDERWOOD AVE,COLEMAN ST @ UNDERWOOD AVE,49.350744,-123.025097,ZN 99, ,0,
4033,53992,NB HOSKINS RD FS COLEMAN ST,HOSKINS RD @ COLEMAN ST,49.351019,-123.028261,ZN 99, ,0,
4034,53993,NB HOSKINS RD AT 4700 BLOCK,HOSKINS RD @ 4700 BLOCK,49.353782,-123.027589,ZN 99, ,0,
4035,53994,WB MCNAIR DR FS RAMSAY RD,MCNAIR DR @ RAMSAY RD,49.354176,-123.032552,ZN 99, ,0,
4036,53995,WB MCNAIR DR FS TOURNEY RD,MCNAIR DR @ TOURNEY RD,49.352226,-123.036323,ZN 99, ,0,
4037,53996,SB MOUNTAIN HWY FS COLEMAN ST,MOUNTAIN HWY @ COLEMAN ST,49.350506,-123.037808,ZN 99, ,0,
4038,53997,SB MOUNTAIN HWY NS DYCK RD,MOUNTAIN HWY @ DYCK RD,49.347338,-123.037902,ZN 99, ,0,
4039,53998,SB MOUNTAIN HWY FS KILMER RD,MOUNTAIN HWY @ KILMER RD,49.346005,-123.037955,ZN 99, ,0,
4040,53999,SB MOUNTAIN HWY FS DORAN RD,MOUNTAIN HWY @ DORAN RD,49.344148,-123.038006,ZN 99, ,0,
4041,54000,SB MOUNTAIN HWY FS WELLINGTON DR,MOUNTAIN HWY @ WELLINGTON DR,49.343242,-123.038052,ZN 99, ,0,
4042,54001,SB MOUNTAIN HWY FS FREDERICK RD,MOUNTAIN HWY @ FREDERICK RD,49.341237,-123.038128,ZN 99, ,0,
4046,54005,SB MOUNTAIN HWY FS EMERY PL,MOUNTAIN HWY @ EMERY PL,49.330105,-123.038146,ZN 99, ,0,
4047,54006,SB MOUNTAIN HWY FS KIRKSTONE RD,MOUNTAIN HWY @ KIRKSTONE RD,49.326874,-123.038325,ZN 99, ,0,
4048,54007,SB MOUNTAIN HWY FS E 17 ST,MOUNTAIN HWY @ E 17TH ST,49.323481,-123.038465,ZN 99, ,0,
4049,54008,SB MOUNTAIN HWY FS E 15 ST,MOUNTAIN HWY @ E 15TH ST,49.321386,-123.038566,ZN 99, ,0,
4050,54009,SB MOUNTAIN HWY NS ARBORLYNN DR,MOUNTAIN HWY @ ARBORLYNN DR,49.317810,-123.036309,ZN 99, ,0,
11553,54828,SB HOWE ST FS W PENDER ST UNLOADING,HOWE ST @ W PENDER ST,49.284791,-123.116768,ZN 99, ,0,
4076,54035,EB MT SEYMOUR PARKWAY FS TOLLCROSS RD,MT SEYMOUR PARKWAY @ TOLLCROSS RD,49.315644,-122.992728,ZN 99, ,0,
4080,54039,EB MT SEYMOUR PARKWAY FS ROCHE POINT DR,MT SEYMOUR PARKWAY @ ROCHE POINT DR,49.315819,-122.968189,ZN 99, ,0,
4081,54040,EB MT SEYMOUR PARKWAY AT 3800 BLOCK,MT SEYMOUR PARKWAY @ 3800 BLOCK,49.315874,-122.964418,ZN 99, ,0,
4082,54041,EB MT SEYMOUR PARKWAY AT 4000 BLOCK,MT SEYMOUR PARKWAY @ 4000 BLOCK,49.315838,-122.960924,ZN 99, ,0,
4090,54049,NB DEEP COVE RD FS STRATHCONA RD,DEEP COVE RD @ STRATHCONA RD,49.317998,-122.953486,ZN 99, ,0,
4091,54050,NB DEEP COVE RD AT 1600 BLOCK,DEEP COVE RD @ 1600 BLOCK,49.320986,-122.953466,ZN 99, ,0,
4092,54051,NB DEEP COVE RD FS CLIFFMONT RD,DEEP COVE RD @ CLIFFMONT RD,49.323288,-122.953442,ZN 99, ,0,
4093,54052,NB DEEP COVE RD FS BADGER RD,DEEP COVE RD @ BADGER RD,49.325510,-122.952917,ZN 99, ,0,
4094,54053,SB PANORAMA DR NS NAUGHTON AVE,PANORAMA DR @ NAUGHTON AVE,49.326063,-122.950815,ZN 99, ,0,
4083,54042,SB FAIRWAY DR FS MT SEYMOUR PARKWAY,FAIRWAY DR @ MT SEYMOUR PARKWAY,49.315265,-122.957412,ZN 99, ,0,
4084,54043,SB FAIRWAY DR FS HUNTINGDON CRES,FAIRWAY DR @ HUNTINGDON CRES,49.313420,-122.957366,ZN 99, ,0,
4085,54044,SB FAIRWAY DR FS CADDY RD,FAIRWAY DR @ CADDY RD,49.311020,-122.957288,ZN 99, ,0,
4086,54045,EB DOLLAR RD FS FAIRWAY DR,DOLLAR RD @ FAIRWAY DR,49.308578,-122.956755,ZN 99, ,0,
4087,54046,EB DOLLAR RD NS N DOLLARTON HWY,DOLLAR RD @ N DOLLARTON HWY,49.307964,-122.953597,ZN 99, ,0,
4088,54047,NB N DOLLARTON HWY FS CADDY RD,N DOLLARTON HWY @ CADDY RD,49.311832,-122.952961,ZN 99, ,0,
4089,54048,NB N DOLLARTON HWY NS MT SEYMOUR PARKWAY,N DOLLARTON HWY @ MT SEYMOUR PARKWAY,49.315408,-122.953404,ZN 99, ,0,
10130,59518,NB BANBURY RD NS GALLANT AVE,BANBURY RD @ GALLANT AVE,49.326512,-122.949167,ZN 99, ,0,
4111,54070,WB MT SEYMOUR PARKWAY NS NORTHLANDS DR,MT SEYMOUR PARKWAY @ NORTHLANDS DR,49.315854,-122.989474,ZN 99, ,0,
4112,54071,WB MT SEYMOUR PARKWAY FS BROADVIEW DR,MT SEYMOUR PARKWAY @ BROADVIEW DR,49.315928,-122.997058,ZN 99, ,0,
9037,58329,SB DEEP COVE RD AT 1400 BLOCK,DEEP COVE RD @ 1400 BLOCK,49.320224,-122.953686,ZN 99, ,0,
4098,54057,SB N DOLLARTON HWY FS MT SEYMOUR PARKWAY,N DOLLARTON HWY @ MT SEYMOUR PARKWAY,49.315411,-122.953657,ZN 99, ,0,
4099,54058,SB N DOLLARTON HWY NS CADDY RD,N DOLLARTON HWY @ CADDY RD,49.311779,-122.953159,ZN 99, ,0,
4100,54059,WB DOLLAR RD FS N DOLLARTON HWY,DOLLAR RD @ N DOLLARTON HWY,49.308080,-122.953646,ZN 99, ,0,
4101,54060,NB FAIRWAY DR FS DOLLAR RD,FAIRWAY DR @ DOLLAR RD,49.309134,-122.957115,ZN 99, ,0,
4102,54061,NB FAIRWAY DR FS CADDY RD,FAIRWAY DR @ CADDY RD,49.311628,-122.957174,ZN 99, ,0,
4103,54062,NB FAIRWAY DR FS HUNTINGDON CRES,FAIRWAY DR @ HUNTINGDON CRES,49.313962,-122.957263,ZN 99, ,0,
4096,54055,SB DEEP COVE RD FS BADGER RD,DEEP COVE RD @ BADGER RD,49.324837,-122.953562,ZN 99, ,0,
4097,54056,SB DEEP COVE RD NS STRATHCONA RD,DEEP COVE RD @ STRATHCONA RD,49.318363,-122.953684,ZN 99, ,0,
4104,54063,WB MT SEYMOUR PARKWAY FS BEAUFORT RD,MT SEYMOUR PARKWAY @ BEAUFORT RD,49.315945,-122.958793,ZN 99, ,0,
4105,54064,WB MT SEYMOUR PARKWAY AT 3900 BLOCK,MT SEYMOUR PARKWAY @ 3900 BLOCK,49.315965,-122.961557,ZN 99, ,0,
4106,54065,WB MT SEYMOUR PARKWAY AT 3800 BLOCK,MT SEYMOUR PARKWAY @ 3800 BLOCK,49.315988,-122.964656,ZN 99, ,0,
3916,53876,NB GABRIOLA DR NS GEORGESON AVE,GABRIOLA DR @ GEORGESON AVE,49.289113,-122.773202,ZN 99, ,0,
3917,53877,NB GABRIOLA DR FS SAVARY AVE,GABRIOLA DR @ SAVARY AVE,49.290405,-122.774225,ZN 99, ,0,
9018,61436,NB WESTWOOD ST NS KITCHENER AVE,WESTWOOD ST @ KITCHENER AVE,49.275064,-122.790343,ZN 99, ,0,
3911,53871,NB PIPELINE RD FS GLEN DR,PIPELINE RD @ GLEN DR,49.283619,-122.785595,ZN 99, ,0,
3912,53872,NB PIPELINE RD FS OZADA AVE,PIPELINE RD @ OZADA AVE,49.286178,-122.784341,ZN 99, ,0,
3913,53873,EB DUNKIRK AVE FS PIPELINE RD,DUNKIRK AVE @ PIPELINE RD,49.287720,-122.783140,ZN 99, ,0,
3914,53874,EB DUNKIRK AVE FS GALIANO ST,DUNKIRK AVE @ GALIANO ST,49.287452,-122.779415,ZN 99, ,0,
12281,60078,EB LINCOLN AVE FS WESTWOOD ST,LINCOLN AVE @ WESTWOOD ST,49.278889,-122.789795,ZN 99, ,0,
12282,60075,NB PIPELINE RD FS WINDSOR GATE,PIPELINE RD @ WINDSOR GATE,49.280329,-122.787210,ZN 99, ,0,
3918,53878,WB HARWOOD AVE FS GABRIOLA DR,HARWOOD AVE @ GABRIOLA DR,49.291270,-122.774651,ZN 99, ,0,
3915,53875,EB DUNKIRK AVE FS HORNBY ST,DUNKIRK AVE @ HORNBY ST,49.288287,-122.776518,ZN 99, ,0,
3923,53883,SB PIPELINE RD FS GUILDFORD WAY,PIPELINE RD @ GUILDFORD WAY,49.285328,-122.785034,ZN 99, ,0,
3803,53764,SB WESTWOOD ST FS LINCOLN AVE,WESTWOOD ST @ LINCOLN AVE,49.278532,-122.790596,ZN 99, ,0,
3804,53765,SB WESTWOOD ST FS ANSON AVE,WESTWOOD ST @ ANSON AVE,49.276794,-122.790591,ZN 99, ,0,
9550,59140,SB WESTWOOD ST FS CRABBE AVE,WESTWOOD ST @ CRABBE AVE,49.275056,-122.790606,ZN 99, ,0,
12300,60077,SB PIPELINE RD FS GLEN DR,PIPELINE RD @ GLEN DR,49.282339,-122.786465,ZN 99, ,0,
12301,60076,SB PIPELINE RD NS WINDSOR GATE,PIPELINE RD @ WINDSOR GATE,49.280351,-122.787461,ZN 99, ,0,
3919,53879,WB HARWOOD AVE FS HORNBY ST,HARWOOD AVE @ HORNBY ST,49.291275,-122.777818,ZN 99, ,0,
10615,60702,SB NESTOR ST FS TORY AVE,NESTOR ST @ TORY AVE,49.289063,-122.778534,ZN 99, ,0,
10616,60703,WB DUNKIRK AVE FS NESTOR ST,DUNKIRK AVE @ NESTOR ST,49.287717,-122.778857,ZN 99, ,0,
3922,53882,SB PIPELINE RD FS DUNKIRK AVE,PIPELINE RD @ DUNKIRK AVE,49.287577,-122.783827,ZN 99, ,0,
4123,54081,EB DOLLARTON HWY FS ELLIS ST,DOLLARTON HWY @ ELLIS ST,49.308726,-122.993487,ZN 99, ,0,
4124,54082,EB DOLLARTON HWY AT 3000 BLOCK,DOLLARTON HWY @ 3000 BLOCK,49.308455,-122.989945,ZN 99, ,0,
4125,54083,EB DOLLARTON HWY AT 3100 BLOCK,DOLLARTON HWY @ 3100 BLOCK,49.308491,-122.987006,ZN 99, ,0,
4126,54084,EB DOLLARTON HWY AT 3300 BLOCK,DOLLARTON HWY @ 3300 BLOCK,49.307684,-122.979451,ZN 99, ,0,
4127,54085,EB DOLLARTON HWY NS RAVEN WOODS DR,DOLLARTON HWY @ RAVEN WOODS DR,49.305121,-122.973454,ZN 99, ,0,
4128,54086,EB DOLLARTON HWY AT 3700 BLOCK,DOLLARTON HWY @ 3700 BLOCK,49.304095,-122.966885,ZN 99, ,0,
4129,54087,EB DOLLARTON HWY AT 4000 BLOCK,DOLLARTON HWY @ 4000 BLOCK,49.304041,-122.958753,ZN 99, ,0,
4130,54088,NB N DOLLARTON HWY FS DOLLAR RD,N DOLLARTON HWY @ DOLLAR RD,49.308130,-122.952942,ZN 99, ,0,
8969,58531,EB DOLLARTON HWY FS AMHERST AVE,DOLLARTON HWY @ AMHERST AVE,49.305282,-123.018134,ZN 99, ,0,
452,50448,PHIBBS EXCHANGE BAY 8,PHIBBS EXCHANGE @ BAY 8,49.305629,-123.028727,ZN 99, ,0,
4131,54089,SB N DOLLARTON HWY FS DOLLAR RD,N DOLLARTON HWY @ DOLLAR RD,49.306951,-122.953183,ZN 99, ,0,
4132,54090,WB DOLLARTON HWY AT 4000 BLOCK,DOLLARTON HWY @ 4000 BLOCK,49.304168,-122.958952,ZN 99, ,0,
4133,54091,WB DOLLARTON HWY AT 3800 BLOCK,DOLLARTON HWY @ 3800 BLOCK,49.304201,-122.964284,ZN 99, ,0,
4134,54092,WB DOLLARTON HWY FS RAVEN WOODS DR,DOLLARTON HWY @ RAVEN WOODS DR,49.305308,-122.973443,ZN 99, ,0,
4135,54093,WB DOLLARTON HWY AT 3300 BLOCK,DOLLARTON HWY @ 3300 BLOCK,49.307838,-122.979583,ZN 99, ,0,
4136,54094,WB DOLLARTON HWY AT 3100 BLOCK,DOLLARTON HWY @ 3100 BLOCK,49.308616,-122.987088,ZN 99, ,0,
8973,58533,WB DOLLARTON HWY FS RIVERSIDE DR,DOLLARTON HWY @ RIVERSIDE DR,49.305538,-123.014896,ZN 99, ,0,
8971,58532,WB DOLLARTON HWY NS AMHERST AVE,DOLLARTON HWY @ AMHERST AVE,49.305474,-123.018269,ZN 99, ,0,
12383,60114,NB RIVERSIDE DR FS WINDRIDGE DR,RIVERSIDE DR @ WINDRIDGE DR,49.310393,-123.014625,ZN 99, ,0,
3994,53953,EB E 3 ST FS RIDGEWAY AVE,E 3RD ST @ RIDGEWAY AVE,49.308457,-123.062686,ZN 99, ,0,
10827,54174,NB E GRAND BLVD FS E KEITH RD,E GRAND BLVD @ E KEITH RD,49.313876,-123.056467,ZN 99, ,0,
4475,54425,LONSDALE QUAY BAY 5,LONSDALE QUAY @ BAY 5,49.310412,-123.083111,ZN 99, ,0,
4234,54188,NB LYNN VALLEY RD NS DEMPSEY RD,LYNN VALLEY RD @ DEMPSEY RD,49.347074,-123.023144,ZN 99, ,0,
4211,59716,NB LONSDALE AVE FS E 1 ST,LONSDALE AVE @ E 1ST ST,49.312172,-123.078171,ZN 99, ,0,
4013,53972,EB LYNN VALLEY RD FS WILLIAM AVE,LYNN VALLEY RD @ WILLIAM AVE,49.330809,-123.049718,ZN 99, ,0,
4236,54190,SB HOSKINS RD FS DEMPSEY RD,HOSKINS RD @ DEMPSEY RD,49.347390,-123.028591,ZN 99, ,0,
4237,54191,SB HOSKINS RD FS LANGWORTHY ST,HOSKINS RD @ LANGWORTHY ST,49.344792,-123.028655,ZN 99, ,0,
4238,54192,SB HOSKINS RD FS BURRILL AVE,HOSKINS RD @ BURRILL AVE,49.343241,-123.028701,ZN 99, ,0,
4053,54012,WB LYNN VALLEY RD FS ROSS RD,LYNN VALLEY RD @ ROSS RD,49.335826,-123.040724,ZN 99, ,0,
4054,54013,WB LYNN VALLEY RD FS E 29 ST,LYNN VALLEY RD @ E 29TH ST,49.335058,-123.042160,ZN 99, ,0,
4055,54014,WB LYNN VALLEY RD FS FROMME RD,LYNN VALLEY RD @ FROMME RD,49.333907,-123.044317,ZN 99, ,0,
4056,54015,WB LYNN VALLEY RD FS MOLLIE NYE WAY,LYNN VALLEY RD @ MOLLIE NYE WAY,49.331956,-123.048002,ZN 99, ,0,
4057,54016,WB LYNN VALLEY RD NS WILLIAM AVE,LYNN VALLEY RD @ WILLIAM AVE,49.330747,-123.050277,ZN 99, ,0,
4060,54019,SB E GRAND BLVD FS E 17 ST,GRAND BLVD EAST @ E 17TH ST,49.323723,-123.056405,ZN 99, ,0,
4061,54020,SB E GRAND BLVD FS E 15 ST,GRAND BLVD EAST @ E 15TH ST,49.321558,-123.056457,ZN 99, ,0,
4059,54018,SB E GRAND BLVD FS E 19 ST,GRAND BLVD EAST @ E 19TH ST,49.325776,-123.056353,ZN 99, ,0,
4228,54182,WB LYNN VALLEY RD FS MOUNTAIN HWY,LYNN VALLEY RD @ MOUNTAIN HWY,49.336898,-123.038733,ZN 99, ,0,
4062,54021,SB E GRAND BLVD FS E 13 ST,GRAND BLVD EAST @ E 13TH ST,49.319562,-123.056514,ZN 99, ,0,
4063,54022,SB E GRAND BLVD FS E 11 ST,GRAND BLVD EAST @ E 11TH ST,49.317431,-123.056558,ZN 99, ,0,
4065,54024,SB QUEENSBURY AVE FS E KEITH RD,QUEENSBURY AVE @ E KEITH RD,49.313132,-123.057219,ZN 99, ,0,
4066,54025,SB QUEENSBURY AVE FS E 5 ST,QUEENSBURY AVE @ E 5TH ST,49.310294,-123.057296,ZN 99, ,0,
4001,53960,WB E 3 ST FS QUEENSBURY AVE,E 3RD ST @ QUEENSBURY AVE,49.308538,-123.058221,ZN 99, ,0,
4194,54149,WB E 3 ST FS RIDGEWAY AVE,E 3RD ST @ RIDGEWAY AVE,49.308595,-123.063834,ZN 99, ,0,
4195,54150,WB E 3 ST FS SAINT PATRICKS AVE,E 3RD ST @ SAINT PATRICKS AVE,49.309723,-123.068346,ZN 99, ,0,
4196,54151,WB E 3 ST FS SAINT ANDREWS AVE,E 3RD ST @ SAINT ANDREWS AVE,49.311015,-123.071310,ZN 99, ,0,
4197,54152,WB E 3 ST FS SAINT GEORGES AVE,E 3RD ST @ SAINT GEORGES AVE,49.312374,-123.074444,ZN 99, ,0,
4002,53961,WB E 3 ST FS MOODY AVE,E 3RD ST @ MOODY AVE,49.308563,-123.060597,ZN 99, ,0,
11263,54023,SB E GRAND BLVD FS E 9 ST,GRAND BLVD EAST @ E 9TH ST,49.315354,-123.056611,ZN 99, ,0,
4204,54159,SB LONSDALE AVE FS W 3 ST,LONSDALE AVE @ W 3RD ST,49.313148,-123.077513,ZN 99, ,0,
4205,54160,SB LONSDALE AVE FS W 1 ST,LONSDALE AVE @ W 1ST ST,49.311599,-123.079110,ZN 99, ,0,
4250,54204,EB E 29 ST FS SAINT GEORGES AVE,E 29TH ST @ SAINT GEORGES AVE,49.335578,-123.068457,ZN 99, ,0,
4251,54205,EB E 29 ST FS SAINT ANDREWS AVE,E 29TH ST @ SAINT ANDREWS AVE,49.335570,-123.065637,ZN 99, ,0,
4252,54206,EB E 29 ST FS SAINT KILDA AVE,E 29TH ST @ SAINT KILDA AVE,49.335549,-123.061435,ZN 99, ,0,
4253,54207,EB E 29 ST NS BRAND ST,E 29TH ST @ BRAND ST,49.335533,-123.058454,ZN 99, ,0,
4254,54208,EB E 29 ST FS TEMPE GLEN DR,E 29TH ST @ TEMPE GLEN DR,49.335507,-123.054200,ZN 99, ,0,
4255,54209,EB E 29 ST FS WILLIAM AVE,E 29TH ST @ WILLIAM AVE,49.335457,-123.049839,ZN 99, ,0,
4256,54210,EB E 29 ST FS SAINT CHRISTOPHERS RD,E 29TH ST @ SAINT CHRISTOPHERS RD,49.335421,-123.045671,ZN 99, ,0,
4257,54211,EB E 29 ST FS FROMME RD,E 29TH ST @ FROMME RD,49.335409,-123.043402,ZN 99, ,0,
