from_stop_id,to_stop_id,transfer_type,min_transfer_time
4427,4567,2,300
4427,4427,0,
4427,4500,0,
4429,9944,0,
11708,11678,2,300
11929,4329,2,360
4448,4448,0,
4447,4534,2,360
4447,4412,2,360
4442,4328,0,
4568,4471,2,120
4568,10867,2,120
4568,4459,2,120
4568,4242,0,
4568,4475,2,120
4568,8037,2,120
4218,4391,2,360
4218,4371,0,
4222,4222,0,
4323,4304,0,
4324,4398,0,
4474,4381,2,120
4474,452,2,120
4474,4163,2,60
4474,451,2,120
4474,1775,2,120
4474,4119,2,120
4474,4143,2,120
4474,10873,2,120
4474,4067,2,120
4489,9543,0,
4489,4489,0,
4489,4464,2,300
4210,4471,0,
4210,10867,2,120
4210,4210,0,
4210,4568,0,
4210,4459,2,120
4210,4242,0,
4210,4475,0,
4210,8037,2,120
11645,11639,2,360
11645,4463,0,
11678,11708,2,300
11866,4660,0,
11866,11867,0,
11866,4491,0,
10866,4471,2,120
10866,4210,2,120
10866,4568,2,120
10866,4459,2,120
10866,4242,2,120
10866,4475,2,120
10866,8037,2,120
4345,4346,2,480
4346,4346,0,
4346,4419,2,480
4346,4347,2,600
4412,4599,2,360
4514,4514,0,
4514,4301,0,
4514,4243,0,
4514,4191,0,
4517,4517,0,
4517,4504,0,
9543,4489,0,
9543,4464,2,420
4523,82,2,420
11676,4659,2,360
4560,4403,2,480
4560,4360,2,480
4567,4427,2,480
4567,4500,2,300
4551,4551,0,
4471,10867,2,120
4471,4210,0,
4471,4568,2,120
4471,4459,2,120
4471,4242,2,120
4471,4475,2,120
4471,8037,2,120
4534,4599,2,360
4537,4407,0,
11639,4463,2,360
4329,4427,0,
4329,4500,2,300
4569,4403,2,300
4569,4360,2,360
4579,4579,0,
7173,7173,0,
7066,7066,0,
8948,8948,0,
7416,8922,2,360
7089,5346,0,
7090,7168,0,
7096,7096,0,
8975,8960,2,360
8959,7352,2,360
8959,8959,0,
6958,6992,0,
6958,6958,0,
6958,1334,2,480
6951,6999,0,
6951,8385,0,
6951,6951,0,
4939,5244,0,
4939,5553,0,
4939,5093,0,
4939,6080,0,
4939,5997,0,
4939,5230,0,
4939,4845,0,
4939,6455,0,
4939,4939,0,
5991,5991,0,
5991,2410,0,
5019,4949,0,
5019,5074,0,
5019,4984,0,
5019,5019,0,
5021,5104,0,
5021,5140,0,
5256,5869,0,
5256,5069,0,
5256,5250,0,
5256,5256,0,
5591,5706,0,
5591,5596,0,
5591,6078,0,
9848,11613,2,360
9848,10144,2,360
5998,5628,0,
5998,5557,0,
4984,5074,0,
4984,5019,0,
4915,11826,2,360
4915,4849,0,
6455,5244,0,
6455,5553,2,120
6455,5093,0,
6455,6080,0,
6455,5997,2,120
6455,5230,0,
6455,4845,0,
6455,6455,2,120
6455,4939,0,
4917,4918,2,360
4917,4847,2,300
7639,5148,0,
7639,5890,2,120
7639,7639,0,
4972,5253,0,
4972,4962,0,
4972,4961,0,
4972,4972,0,
5007,11895,0,
5007,5007,0,
5015,11629,2,480
5015,11628,2,480
5024,5068,0,
5025,11127,0,
5025,11130,0,
5025,5025,0,
5029,5029,0,
4961,5253,0,
4961,4962,2,300
4961,4961,0,
4961,4972,0,
5034,5678,0,
5034,5656,0,
5037,5719,0,
5037,5725,0,
5041,5049,2,360
6456,8060,0,
6456,8057,0,
6456,11764,2,300
6456,5769,0,
6456,5122,0,
6456,5891,0,
6456,5793,0,
6456,5768,0,
6456,5494,0,
6456,11882,0,
6456,5262,0,
6456,5045,0,
6456,10881,0,
6456,6467,0,
6456,5667,0,
5124,5721,0,
5124,5124,0,
5127,5675,0,
5127,5659,0,
5138,11128,0,
5138,11129,0,
5140,5072,0,
5140,5021,0,
4845,5244,0,
4845,5553,2,120
4845,5093,2,120
4845,6080,0,
4845,5997,0,
4845,5230,2,120
4845,4845,2,120
4845,6455,0,
4845,4939,2,120
11701,5059,2,480
11701,5031,2,480
5230,5244,0,
5230,5553,0,
5230,5093,2,120
5230,6080,0,
5230,4845,0,
5230,4939,2,120
5250,5869,0,
5250,5069,2,360
5250,5250,0,
5250,5256,0,
4962,5253,0,
4962,4962,0,
4962,4961,0,
4962,4972,0,
4965,10897,2,300
4965,10896,2,480
10948,8062,0,
10948,8055,0,
10948,5148,0,
10948,5890,0,
10948,7639,0,
6077,11860,0,
6077,6000,0,
6077,5743,0,
6077,5633,0,
6077,5700,0,
6077,11861,0,
6077,5464,0,
6078,5706,0,
5629,5628,0,
5629,5557,0,
5629,5998,0,
5997,5244,0,
5997,5553,0,
5997,5093,0,
5997,6080,0,
5997,5230,0,
5997,4845,0,
5997,6455,0,
5997,4939,0,
5507,5701,2,360
5253,4961,0,
5253,4972,0,
5255,5065,0,
5066,5066,0,
5067,11127,0,
5067,11130,0,
5665,5668,2,360
5665,5665,0,
9524,9547,0,
9524,10148,0,
5285,6113,0,
5285,6478,0,
5285,5410,0,
5285,5285,0,
5288,11592,2,360
5288,5805,0,
5288,5826,2,360
5295,5960,0,
5295,5919,0,
5323,5323,0,
7207,12173,2,300
7207,5352,0,
7207,7214,0,
7207,7166,0,
7207,7095,2,120
7207,7259,0,
8654,11592,0,
8654,5805,0,
8654,5826,0,
5404,10642,0,
5404,5404,0,
5404,10163,2,600
5405,5298,0,
5408,5960,0,
5408,5919,0,
5287,11592,2,360
5287,5805,2,360
5287,5826,2,360
5287,5287,0,
5410,6113,0,
5410,6478,0,
5410,5285,0,
10189,10189,0,
10189,6039,0,
6050,9547,2,420
6050,10148,2,420
12478,9547,2,300
12478,10148,2,300
5389,10671,0,
5389,5389,0,
5389,5325,0,
6080,5244,0,
6080,5553,0,
6080,5093,0,
6080,6080,0,
6080,5230,0,
6080,4845,0,
6080,4939,0,
5074,4949,0,
5074,4984,0,
5072,5104,0,
5072,5140,0,
5069,5069,0,
5069,5250,0,
6086,6086,0,
6086,2409,0,
6535,2098,2,300
9849,6987,2,420
9849,6969,2,480
11247,11295,2,360
11247,6512,2,480
11247,2092,2,480
11247,11243,2,300
11247,6541,2,480
11247,6610,2,480
11247,6753,2,300
11247,11707,2,360
11247,6607,2,420
11540,6754,0,
4949,5074,0,
4949,5019,0,
4959,4959,0,
4959,5133,0,
4959,4974,0,
5052,5719,0,
5052,5725,0,
5055,5678,0,
5055,5656,0,
5059,11701,2,480
5065,5255,0,
5065,5028,0,
5077,11629,2,480
11882,8060,2,300
11882,8057,2,300
11882,11764,2,360
11882,5769,0,
11882,5122,0,
11882,5891,0,
11882,5793,0,
11882,5768,2,300
11882,5494,0,
11882,11882,0,
11882,5262,0,
11882,5045,0,
11882,10881,0,
11882,6467,0,
11882,5667,2,120
5104,5072,0,
5104,5021,0,
5111,5059,0,
5117,5675,0,
5117,5659,0,
5119,5723,0,
5119,5119,0,
5119,5125,0,
8542,11128,0,
8542,11129,0,
4925,5567,2,360
4925,5615,2,360
4928,9961,0,
4928,4928,0,
4933,5567,0,
4933,5615,0,
4936,11121,0,
4936,6081,0,
4936,4922,0,
4929,4929,0,
10328,4756,0,
8638,4611,0,
5700,11860,0,
5700,6000,0,
5700,5743,0,
5700,5700,0,
5700,11861,2,300
5700,6077,0,
5700,5464,0,
5700,5593,0,
5465,6000,2,480
5465,5743,2,480
5465,5465,0,
5465,5700,2,480
5465,11861,2,600
5465,5594,0,
5465,5593,2,540
10437,6175,0,
10437,6194,0,
10437,10437,0,
6174,6088,2,360
6174,6340,2,360
6174,6139,2,120
6174,8854,2,120
6174,5543,0,
6174,11704,2,360
6174,6174,0,
6174,6195,2,120
6174,5436,0,
6197,6357,2,300
6354,6196,0,
6354,6354,0,
5437,5437,0,
5439,5439,0,
5448,6186,0,
5448,5524,0,
5456,6459,2,300
5456,11074,0,
5456,5516,0,
5456,5456,0,
5458,5703,2,300
5458,5514,0,
5428,5428,0,
5431,5548,2,360
5431,5431,0,
5431,6089,2,360
5432,6321,0,
5432,5547,0,
5494,11764,2,300
5494,5769,2,120
5494,5122,2,120
5494,5793,2,120
5494,5768,2,120
5494,11882,0,
5494,5262,2,120
5494,5045,2,120
5494,10881,0,
5494,6467,2,120
5494,5667,2,120
5633,11860,0,
5633,6000,0,
5633,5743,0,
5633,5700,0,
5633,11861,2,300
5633,6077,0,
5633,5593,0,
5514,5514,0,
5516,6459,0,
5516,11074,0,
5528,5528,0,
5528,5446,2,360
5533,9021,0,
5533,5444,0,
5535,11755,0,
5535,5535,0,
5535,5441,0,
5538,5538,0,
6466,6175,0,
6466,6194,0,
6466,6466,0,
11704,6088,2,360
11704,6340,2,360
11704,6139,0,
11704,8854,0,
11704,5543,2,480
11704,11704,2,120
11704,6174,0,
11704,6195,2,480
11704,5436,2,120
5540,6341,2,360
5543,6088,0,
5543,6340,2,360
5543,6139,2,120
5543,8854,2,300
5543,5543,0,
5543,11704,2,420
5543,6174,0,
5543,6195,2,300
5637,5467,2,300
5641,5708,0,
5641,5737,0,
5644,6462,0,
5644,5690,0,
5651,11132,0,
5651,11131,0,
5656,5055,0,
5656,5034,0,
5659,5117,0,
5659,5127,0,
5661,5837,0,
5661,5673,0,
5664,5722,0,
5664,5670,0,
5666,5892,2,360
5666,5668,2,360
5675,5117,0,
5675,5127,0,
5678,5055,0,
5678,5034,0,
5683,11132,0,
5683,11131,0,
5693,5708,0,
5693,5737,0,
5697,5467,2,360
5697,5505,2,360
5729,11134,0,
5729,11133,0,
5737,5693,0,
5737,5641,0,
5596,5596,0,
5596,6078,0,
5725,5052,0,
5725,5037,0,
5776,6469,0,
5777,5761,0,
5777,5777,0,
5781,11135,0,
5781,5797,0,
5792,5745,2,300
5792,5937,0,
5828,6114,0,
5828,5954,0,
5830,5955,0,
5830,6004,0,
5756,11135,0,
5756,5797,0,
5756,5756,0,
5756,5781,0,
5826,11592,0,
5826,5805,0,
5826,5826,0,
5826,5287,2,360
5826,5288,2,360
5797,11135,0,
5797,5797,0,
5797,5756,0,
5797,5781,0,
5801,5955,0,
5801,6004,0,
5803,6114,0,
5803,5954,0,
5805,5287,2,360
5805,5288,2,360
5811,8967,0,
5811,5820,0,
5813,11490,2,300
5813,5818,0,
5813,5909,0,
5814,5814,0,
11664,9720,0,
11664,5183,2,480
5908,5275,0,
5588,5588,0,
5706,6078,0,
5708,5693,0,
5708,5641,0,
5715,11134,0,
5715,11133,0,
5719,5052,0,
5719,5037,0,
5762,6469,2,300
5762,6480,0,
5869,5069,0,
5844,8061,2,300
5844,8056,2,300
5844,10884,0,
5844,5844,0,
5176,5188,0,
5176,5900,0,
5918,9452,0,
5918,11137,0,
5919,5919,0,
5919,5408,0,
5919,5295,0,
6116,6111,0,
6116,5925,0,
6116,6116,0,
5935,5938,2,300
5935,11907,2,300
5935,6015,2,300
5181,9720,2,360
2354,2339,0,
2354,8063,0,
2354,8054,0,
2354,8978,0,
5122,11764,0,
5122,5769,0,
5122,5122,0,
5122,5891,0,
5122,5793,0,
5122,5768,0,
5122,11882,0,
5122,5262,0,
5122,5045,0,
5122,5667,0,
5148,8062,0,
5148,5148,0,
5148,5890,2,120
5148,7639,2,120
5275,5275,0,
5275,5419,2,360
5275,5183,2,360
5185,5185,0,
5860,5860,0,
5860,9929,2,300
5860,5845,2,360
10884,8061,2,300
10884,8056,2,300
10884,5844,2,300
5769,12373,2,300
5769,8060,2,300
5769,8057,2,300
5769,11764,0,
5769,5769,0,
5769,5122,0,
5769,5891,0,
5769,5793,0,
5769,5768,0,
5769,5668,0,
5769,5494,0,
5769,11882,2,300
5769,5262,0,
5769,5045,0,
5769,10881,2,360
5769,6467,2,300
5769,5667,0,
5960,5408,0,
5960,5295,0,
5961,9452,0,
5961,11137,0,
6107,6120,0,
6107,6107,0,
6107,11905,0,
9926,5861,2,300
9926,5845,2,300
5975,5975,0,
12064,12066,2,360
5553,5244,2,120
5553,5093,2,120
5553,6080,2,120
5553,5997,2,120
5553,5230,0,
5553,4845,2,120
5553,6455,2,120
5553,4939,2,120
12063,12065,2,360
12063,12066,2,360
6004,5801,0,
6004,5830,0,
6006,6470,0,
6006,6479,0,
6011,6063,0,
10916,9720,2,480
10916,5183,2,420
10916,5180,0,
6068,6470,0,
6068,6479,0,
5955,5801,0,
5955,5830,0,
5927,5951,0,
5374,5374,0,
6103,6126,2,360
6103,6103,0,
6103,12260,2,300
6073,11123,0,
6073,11124,0,
6480,5762,0,
6480,5776,0,
6478,6113,0,
6478,5410,0,
6478,5285,0,
5042,8059,0,
5042,6468,2,480
5042,5042,0,
5042,12155,0,
5042,5048,2,540
9023,11075,0,
9022,11075,0,
9022,11076,0,
8854,6088,2,120
8854,6340,2,120
8854,6139,2,120
8854,8854,0,
8854,11704,2,360
8854,6174,0,
8854,6195,2,120
8854,5436,2,120
5445,5445,0,
6094,6094,0,
6111,5925,0,
5954,5803,0,
5954,5828,0,
6479,6068,0,
6479,6006,0,
6154,6214,0,
6139,6088,0,
6139,8854,0,
6139,5543,2,120
6139,11704,2,480
6139,6174,0,
6139,6195,2,300
6139,5436,0,
6194,6466,0,
6194,10437,0,
6167,6343,0,
6167,6354,2,300
6146,6222,0,
6146,6223,0,
6146,6146,0,
6148,6220,0,
6148,6148,0,
6149,6219,0,
6149,6149,0,
6153,6280,0,
6204,6233,0,
6204,6204,0,
6204,6164,0,
6214,6214,0,
6214,6154,0,
6215,6280,0,
6217,6373,0,
6217,6217,0,
6217,6151,0,
6219,6149,0,
6220,6220,0,
6175,10437,0,
10148,10150,0,
10148,9547,0,
10148,12478,2,300
10148,6050,2,360
10148,9524,0,
10251,10692,0,
10251,10260,0,
10251,10251,0,
5332,11332,2,360
5332,11331,2,360
5333,11578,2,300
5334,5334,0,
6472,6472,0,
6472,5336,2,480
9306,7102,0,
9306,10199,0,
9294,9294,0,
9293,12196,2,420
9293,9292,0,
6474,7102,2,360
11076,6051,0,
11076,9022,0,
7166,5352,0,
7166,7214,0,
7166,7166,0,
7166,7207,0,
7166,7095,0,
7166,7259,0,
11124,6073,0,
11124,6019,2,300
11126,12196,2,360
11126,9291,2,300
11126,9293,2,360
11074,5516,0,
11074,5456,0,
5583,5561,0,
5583,5623,0,
5583,11122,0,
5583,5583,0,
6464,5585,0,
6464,5601,0,
9291,12196,2,360
9291,9291,0,
9303,9303,0,
5381,5381,0,
9547,12478,2,300
9547,6050,2,420
9547,9524,0,
5621,5585,0,
5621,5601,0,
6475,7102,2,300
6475,6475,0,
6475,10199,2,360
10258,10628,2,300
10258,10258,0,
10258,10253,0,
11123,6073,0,
11123,6019,2,300
11122,5561,0,
11122,5623,0,
11075,6051,0,
11075,9023,0,
6459,6459,0,
6459,11074,0,
6459,5516,0,
6459,5456,0,
6504,6548,0,
6508,6888,2,300
6508,6545,2,360
6510,10522,0,
6942,6725,0,
6942,6741,0,
6766,6766,0,
8852,9572,0,
8852,6923,0,
8852,8852,0,
8650,6512,2,300
8650,2092,2,300
8650,6610,2,360
11707,11295,2,420
11707,6512,2,480
11707,11243,2,360
11707,6610,2,480
11707,6753,2,360
11707,11707,0,
11707,11385,2,300
11707,6607,2,420
11932,6661,0,
11932,8483,2,480
11932,8283,2,600
6768,8483,2,540
6768,8283,2,540
6483,6483,0,
6489,6858,0,
6489,6820,0,
6563,6858,0,
6563,6820,0,
6919,6919,0,
6919,6944,0,
6921,6725,0,
6921,6741,0,
8490,6578,2,360
8490,6482,2,360
6566,6802,0,
6566,11208,0,
6566,6486,0,
6753,11295,2,300
6753,6512,0,
6753,2092,2,420
6753,11243,0,
6753,6541,2,360
6753,6610,2,420
6753,6753,0,
6753,11707,2,300
6753,6607,2,300
6781,6661,0,
6781,8483,2,480
6781,6781,0,
6781,11932,0,
6781,8283,2,480
6572,9634,0,
12172,2095,0,
6578,6578,0,
6578,6482,0,
11208,6802,0,
11208,6566,0,
11208,6486,0,
6340,6340,0,
6340,6139,2,360
6340,8854,2,360
6340,5543,0,
6340,11704,2,420
6340,6174,2,360
6340,6195,2,300
6113,6478,0,
6113,5410,0,
6113,5285,0,
6114,5803,0,
6114,5828,0,
6051,11075,0,
6051,11076,0,
5532,5444,0,
6133,9062,0,
6133,6133,0,
6133,6095,0,
11078,5474,2,360
11078,5498,2,360
11130,5067,0,
11130,5025,0,
11131,5683,0,
11131,5651,0,
11133,5715,0,
11133,5729,0,
11137,5961,0,
11137,5918,0,
10915,10423,0,
10915,10915,0,
10915,5989,0,
10915,3535,0,
10915,2397,0,
10915,2252,0,
10915,2203,0,
11592,5287,2,360
11592,5288,2,360
11129,8542,0,
11129,5138,0,
11628,5077,2,480
11628,5016,2,480
11805,11801,0,
11805,11798,0,
11805,9597,2,600
11805,11809,0,
11805,11810,0,
11805,11808,0,
11805,11811,0,
11805,11799,0,
11805,11807,0,
9062,6133,2,300
9062,6095,2,300
5701,5594,2,360
6469,5776,0,
6470,6068,0,
6470,6006,0,
7214,12173,0,
7214,5352,0,
7214,7214,0,
7214,7166,0,
7214,7207,0,
7214,7095,2,120
7214,7259,2,120
5557,5557,0,
5557,5629,0,
5557,5998,0,
5741,5703,0,
10150,9524,0,
8485,8282,2,360
8484,8283,2,420
6706,8282,2,300
8483,8484,2,300
8483,6781,2,600
8483,6768,2,480
8483,11932,2,600
8483,8283,2,300
6222,6223,0,
10427,6236,0,
6230,6351,0,
6230,6346,0,
6230,6230,0,
8841,8841,0,
8841,6231,2,360
11077,5474,2,360
11077,5498,2,360
11135,5756,0,
11135,5781,0,
11134,5715,0,
11134,5729,0,
11132,5683,0,
11132,5651,0,
11127,5067,0,
11127,5025,0,
11128,8542,0,
11128,5138,0,
9452,5961,0,
9452,5918,0,
11629,5077,2,480
9591,9591,0,
9591,9592,0,
9593,9597,2,360
9593,11799,2,600
6255,6255,0,
6088,6088,0,
6088,6340,2,120
6088,8854,2,120
6088,5543,2,120
6088,6174,2,360
6088,6195,0,
6346,6230,0,
6247,6247,0,
6247,6312,0,
6351,6346,0,
6351,6230,0,
6305,6305,0,
5623,5561,0,
5623,5623,0,
5623,11122,0,
5623,5583,0,
5628,5629,0,
5628,5998,0,
6631,6631,0,
6637,6881,0,
6637,6895,0,
6646,9564,0,
6646,9580,0,
6648,6808,0,
6648,6908,0,
6610,6512,2,360
6610,6610,2,900
6610,6753,0,
6610,8650,2,480
6610,6607,2,360
6541,11295,2,420
6541,6512,0,
6541,2092,0,
6541,11243,2,420
6541,6541,0,
6541,6610,2,360
6541,6753,2,360
6541,8650,2,300
6541,6607,2,300
6661,6781,0,
6661,11932,0,
6675,9570,0,
6675,9574,0,
6603,6684,0,
6603,6634,2,300
8324,6610,2,420
8324,6631,2,360
11243,11295,2,300
11243,6512,2,420
11243,2092,2,480
11243,11243,0,
11243,6541,2,420
11243,6610,2,480
11243,6753,0,
11243,11707,2,300
11243,6607,2,360
8367,8412,0,
6605,6608,2,420
6691,9570,0,
6691,9574,0,
6700,6739,0,
6700,6667,2,360
6703,8326,0,
6704,6781,2,480
6704,6768,2,360
6704,11932,2,480
11470,11470,0,
11470,11393,2,360
11470,11707,2,360
6630,11293,2,360
6630,11388,2,360
6630,11471,2,360
8800,11291,2,420
8800,8604,2,480
6741,6921,0,
6741,6942,0,
2092,11295,2,420
2092,6512,2,300
2092,2092,2,180
2092,11243,2,420
2092,6541,0,
2092,6610,2,360
2092,6753,2,420
2092,8650,2,300
2092,6607,2,360
6778,6778,0,
7025,1329,2,360
7025,2227,0,
7025,2160,0,
11254,6754,2,300
11254,11398,2,360
6777,6777,0,
6512,6512,0,
6512,2092,2,300
6512,11243,2,420
6512,6541,2,300
6512,6610,2,360
6512,8650,2,300
6512,6607,2,360
6994,6994,0,
6765,6915,0,
6992,6958,0,
6992,1334,2,480
6682,8380,2,360
6682,2098,2,480
6534,12312,2,300
6902,9567,0,
6902,9577,0,
6908,6587,0,
6908,6648,0,
7036,7036,0,
8412,8367,0,
6532,7001,0,
6532,6949,0,
11268,11788,0,
11268,11288,0,
11268,11289,0,
11268,11246,0,
11268,11250,0,
11268,11269,0,
11268,11253,0,
11268,11267,0,
11268,11266,0,
11268,11248,0,
6892,6843,0,
6892,6838,0,
6895,6600,0,
6895,6637,0,
7029,7029,0,
6868,6868,0,
6805,9560,0,
6808,6587,0,
6808,6648,0,
6874,9567,0,
6881,6600,0,
6881,6637,0,
6884,6843,0,
6884,6838,0,
8366,8368,2,360
7023,8823,0,
2101,7001,0,
2101,6949,0,
11256,11788,0,
11256,11288,0,
11256,11289,0,
11256,11246,0,
11256,11250,0,
11256,11253,0,
11256,11267,0,
11256,11266,0,
11256,11248,0,
6587,6808,0,
6587,6908,2,300
6590,9564,0,
6590,9580,0,
6600,6881,0,
6600,6895,2,300
6725,6921,0,
6725,6942,0,
6823,9562,0,
6823,9582,0,
6838,6884,0,
6838,6892,0,
6840,10519,2,300
6840,6841,0,
10144,11613,2,360
10144,9848,2,360
6969,6987,2,360
6969,9849,2,420
6949,2101,0,
6971,6971,0,
6820,6563,0,
6820,6489,0,
7001,2101,0,
7001,6532,0,
6843,6892,0,
6858,6563,0,
6858,6489,0,
8617,9562,0,
8617,9582,0,
6987,9849,2,360
6985,6985,0,
6988,6988,0,
6988,6962,0,
11613,9848,2,360
7099,5340,0,
7100,10629,2,360
7100,5380,0,
7100,9492,0,
7100,7100,0,
7100,5336,0,
7102,7102,0,
7102,6475,0,
11808,11801,0,
11808,11798,0,
11808,11809,0,
11808,11810,0,
11808,11811,0,
11808,11799,0,
5352,12173,0,
5352,5352,0,
5352,7214,0,
5352,7166,0,
5352,7207,0,
5352,7095,0,
5352,7259,2,120
10648,10647,2,300
10648,10648,0,
10644,10673,0,
10644,11593,0,
11331,5332,2,300
10642,10642,0,
10643,10673,0,
10643,11593,0,
10645,10645,0,
5354,5354,0,
8960,7357,0,
7236,7236,2,180
10554,7357,2,360
10554,8975,2,360
8922,8922,0,
8922,10413,2,360
8922,10412,2,360
5350,5350,0,
5350,9412,2,360
5335,5381,2,300
12173,5352,2,300
12173,7214,2,300
12173,7166,2,300
12173,7095,2,300
12173,7259,2,300
11754,10629,0,
7081,7177,0,
8938,8938,0,
7171,7171,0,
11739,11739,0,
11739,11736,2,300
11739,11575,2,360
12065,12063,2,360
12065,12064,2,360
7727,7743,2,120
7727,7827,2,120
7727,10198,2,720
7727,12105,2,420
7727,10840,2,360
7727,7658,0,
7727,7727,2,120
7727,8024,2,120
7727,8029,2,120
11810,11801,0,
11810,11806,0,
11810,11798,0,
11810,11808,0,
11810,11811,0,
11810,11799,0,
11810,11807,0,
10736,12104,2,360
10736,10703,0,
12204,7296,2,300
11809,11801,0,
11809,11806,0,
11809,11798,0,
11809,11808,0,
11809,11811,0,
11809,11799,0,
11809,11807,0,
2523,2523,0,
2523,2833,0,
2523,2761,0,
2523,2671,0,
2523,2414,2,120
2523,2016,2,120
2523,1173,0,
2523,2717,0,
2242,745,2,360
7302,7302,0,
7281,7281,0,
7306,7306,0,
11798,11801,0,
11798,11809,0,
11798,11810,0,
7347,12188,2,300
11806,11809,0,
11806,11810,0,
11806,11808,0,
11806,11811,0,
11806,11799,0,
11806,11807,0,
6736,7635,2,120
6736,7591,2,120
6736,7469,2,120
6736,5216,2,120
6736,6727,2,120
6736,7468,2,120
5003,5003,0,
5003,8615,0,
7656,10277,0,
7656,7729,2,480
7656,7656,0,
7662,7828,2,300
7666,10310,2,420
7666,10299,2,420
7672,9652,0,
7672,7714,0,
7685,7703,0,
7685,7685,0,
10840,7743,2,120
10840,7827,2,120
10840,10840,0,
10840,7658,2,360
10886,10888,0,
10886,10889,0,
10886,10890,0,
10886,10885,0,
11785,11653,2,480
7649,11117,2,360
7649,7649,0,
7650,8023,2,120
7650,8030,2,360
7652,7652,0,
7707,10345,0,
7707,7682,2,300
7719,10310,2,420
7719,10299,2,420
7728,7728,0,
7732,7732,0,
7732,7654,2,360
7736,8023,0,
7736,8030,2,120
7737,7737,0,
9683,9684,0,
9683,9683,0,
9683,9854,0,
10893,10316,2,300
10893,7828,0,
10892,10888,0,
10892,10889,0,
10892,10890,0,
10892,10885,0,
10892,10887,0,
10892,10886,0,
7699,10516,0,
7703,7861,0,
7703,7703,0,
7703,7685,0,
12105,12108,2,360
12105,10417,2,600
12105,10198,2,600
12105,7658,2,540
10891,10888,0,
10891,10889,0,
10891,10890,0,
10891,10885,0,
10891,10887,0,
10891,10892,0,
10891,10886,0,
10568,3723,2,480
11303,8039,2,360
11303,11438,2,300
11303,12368,2,420
11303,9069,2,300
11303,938,2,360
11303,35,2,420
11303,12036,2,420
11303,8035,2,480
11303,96,2,420
11303,77,2,360
11303,12138,2,480
11273,44,2,540
11273,11706,2,360
11273,11522,2,360
11273,11523,2,300
11273,4882,2,420
11273,10399,2,480
11273,4495,2,360
11275,11337,2,360
11275,10468,2,420
11275,11310,2,360
11275,11311,2,360
11277,10360,2,300
11277,11260,2,300
11279,486,2,360
11279,11087,2,300
11279,2119,2,300
11279,11357,2,300
11279,11088,2,300
11281,1586,2,300
11281,1525,2,300
11281,423,2,300
11281,10799,2,300
11283,11354,2,300
11283,136,2,300
11283,160,2,300
11283,11353,2,300
11283,11103,2,300
11285,2051,2,300
11285,10745,2,300
11287,11251,0,
11289,11788,0,
11289,11288,0,
11289,11246,0,
11289,11250,0,
11289,11256,0,
11289,11268,0,
11289,11269,0,
11289,11253,0,
11289,11267,0,
11289,11266,0,
11289,11248,0,
11274,11337,2,360
11274,10468,2,420
11274,11310,2,360
11276,10360,2,300
11276,11258,2,300
11276,11260,2,300
11278,11087,2,360
11278,2119,2,300
11278,11357,2,300
11278,11088,2,300
11280,1586,2,300
11280,1525,2,300
11280,423,2,300
11280,10799,2,300
11282,11354,2,300
11282,136,2,300
11282,160,2,300
11282,11353,2,300
11282,11350,2,300
11284,2051,2,300
11284,10745,2,300
11286,11251,0,
11288,11788,0,
11288,11246,0,
11288,11256,0,
11288,11268,0,
11288,11269,0,
11288,11253,0,
11288,11267,0,
11288,11266,0,
11288,11248,0,
11290,8604,2,300
11292,11471,2,480
11294,6512,2,420
11294,2092,2,480
11294,11243,2,300
11294,6541,2,420
11294,6610,2,480
11294,6753,2,300
11294,11707,2,360
11294,6607,2,360
7516,7516,0,
7525,7563,0,
7525,7525,0,
7544,7544,0,
7572,7572,0,
7591,7635,2,120
7591,7591,2,120
7591,6736,2,120
7591,7469,2,120
7591,5216,2,120
7591,6727,2,120
7591,7468,2,120
7576,7629,0,
10567,3719,2,480
10569,3723,2,480
7602,7602,0,
7622,7622,0,
12239,12208,0,
8763,8073,2,360
8763,8044,2,360
8763,8913,2,360
8763,11588,2,360
8763,1230,2,420
8762,1091,2,300
8762,8907,0,
8761,11095,2,300
8761,8860,0,
8760,9505,2,300
8760,8674,2,300
8760,8673,0,
8759,11878,2,420
8759,11873,2,360
8759,11876,0,
8759,11877,0,
8759,11874,0,
8758,8683,2,300
8758,8697,0,
8757,8679,0,
8757,8659,0,
8757,8680,0,
9511,8703,2,360
8756,8756,2,60
8756,10971,0,
8756,9952,0,
8756,10972,0,
12227,8672,0,
12227,8657,0,
12227,8676,0,
12227,8685,0,
12227,8688,0,
12227,8690,0,
12227,8689,0,
12227,8687,0,
12227,8691,0,
12229,12210,0,
12229,12211,0,
12229,12212,0,
12229,3155,0,
12231,11943,0,
12231,12332,0,
12231,11942,0,
12231,12022,0,
12231,11941,0,
12231,12319,0,
12231,12320,0,
12231,12020,0,
12231,11940,0,
12233,12240,2,300
12233,12242,2,300
12235,3053,0,
12235,3927,0,
12235,3394,0,
12235,3204,0,
12235,3769,0,
12235,3533,2,300
12235,3067,0,
12235,12321,0,
12235,3334,0,
12235,3904,0,
12235,7643,0,
12235,3195,0,
12235,3906,0,
10375,10926,0,
10375,1362,2,480
10375,1300,2,480
12234,3927,0,
12234,3394,0,
12234,3204,0,
12234,3769,0,
12234,3067,0,
12234,12321,0,
12234,12322,0,
12234,3334,0,
12234,3904,0,
